Nome da Tarefa;Tipo da Tarefa;Tipo da Tarefa ID;Data de Criação;Data de Conclusão;Status;Status Descrição;Usuário;ID do Usuário
Occaecati explicabo quis officiis quae quasi rem;Tarefa a Ser Feita;2;2023-09-09 03:46:44;2024-04-08 03:46:44;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Enim perferendis unde similique consequuntur explicabo repudiandae;Tarefa a Ser Feita;2;2023-12-03 11:45:32;2024-08-06 11:45:32;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Incidunt et nam laborum;Tarefa a Ser Feita;2;2023-06-06 10:27:22;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Tempore quibusdam vel;Tarefa a Ser Feita;2;2024-08-11 13:29:43;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Officia cum reprehenderit;Tarefa a Ser Feita;2;2024-04-02 20:59:29;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Placeat sapiente mollitia et;Tarefa a Ser Feita;2;2024-07-18 19:43:11;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar eos;Item de Compra;1;2024-01-06 03:55:02;2024-02-15 03:55:02;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Nemo ea facere veniam;Tarefa a Ser Feita;2;2025-03-31 05:15:24;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Et vero non rerum esse dolore quod;Tarefa a Ser Feita;2;2023-10-31 01:13:35;2024-01-26 01:13:35;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Recusandae earum quis pariatur;Tarefa a Ser Feita;2;2025-01-10 23:26:31;2025-05-02 23:26:31;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
At ratione sed dolorem;Tarefa a Ser Feita;2;2024-01-19 06:13:23;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Molestiae odit tempora asperiores;Tarefa a Ser Feita;2;2024-12-22 17:42:39;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar labore;Item de Compra;1;2024-10-21 07:48:55;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Doloremque libero praesentium;Tarefa a Ser Feita;2;2023-06-25 03:34:35;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Quam dolore;Tarefa a Ser Feita;2;2024-06-02 04:03:06;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Nesciunt veniam molestias;Tarefa a Ser Feita;2;2024-01-16 11:12:01;2024-01-29 11:12:01;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Consectetur nostrum aliquid odio quam accusamus nobis cupiditate repellendus;Tarefa a Ser Feita;2;2024-07-31 16:27:24;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar iure;Item de Compra;1;2023-11-22 02:30:38;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Veniam quae nesciunt;Tarefa a Ser Feita;2;2024-04-04 23:31:47;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Aut eum suscipit nisi modi iure;Tarefa a Ser Feita;2;2023-06-29 01:09:59;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Nisi quam sint beatae porro eos omnis quibusdam asperiores;Tarefa a Ser Feita;2;2024-02-06 15:09:27;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar doloremque;Item de Compra;1;2025-05-16 09:34:55;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Nemo id natus;Tarefa a Ser Feita;2;2023-10-13 05:44:43;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar rerum;Item de Compra;1;2024-10-13 02:33:31;2025-06-02 21:42:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Eveniet amet voluptatibus libero ipsum praesentium;Tarefa a Ser Feita;2;2025-04-01 02:26:49;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar fugit;Item de Compra;1;2024-03-04 00:44:29;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Dolores quis doloremque;Tarefa a Ser Feita;2;2023-09-02 15:39:33;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Reprehenderit hic illum repellendus impedit reiciendis facere;Tarefa a Ser Feita;2;2025-05-13 00:26:04;2025-06-02 20:52:40;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar similique;Item de Compra;1;2024-07-16 22:12:48;2025-04-18 22:12:48;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar delectus;Item de Compra;1;2023-12-26 16:14:44;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar odio;Item de Compra;1;2024-01-04 16:15:34;2024-10-20 16:15:34;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Excepturi culpa vero delectus incidunt velit voluptates;Tarefa a Ser Feita;2;2024-06-14 18:25:00;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Ea laboriosam soluta;Tarefa a Ser Feita;2;2024-04-06 03:38:58;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Quas recusandae omnis quos quibusdam ex;Tarefa a Ser Feita;2;2025-03-17 12:18:39;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Aspernatur illum;Tarefa a Ser Feita;2;2023-09-20 10:18:14;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Perspiciatis enim illo labore fuga;Tarefa a Ser Feita;2;2024-05-11 20:08:04;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Sed similique quos corporis;Tarefa a Ser Feita;2;2024-11-30 08:29:35;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Consequatur veritatis blanditiis;Tarefa a Ser Feita;2;2024-09-06 01:43:48;2024-11-10 01:43:48;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Fuga et reiciendis;Tarefa a Ser Feita;2;2024-03-16 09:20:56;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar voluptatum;Item de Compra;1;2024-03-12 19:25:15;2024-11-07 19:25:15;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar autem;Item de Compra;1;2024-08-30 16:10:52;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar expedita;Item de Compra;1;2024-01-21 21:02:20;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Ipsa dolor id;Tarefa a Ser Feita;2;2024-08-16 14:53:43;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Aut dicta voluptatem illum modi eligendi repellendus;Tarefa a Ser Feita;2;2023-11-07 10:01:18;2024-06-21 10:01:18;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Doloribus nobis odit quam temporibus ab;Tarefa a Ser Feita;2;2024-10-06 21:19:16;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Aspernatur inventore harum officiis harum molestiae rem molestiae sequi;Tarefa a Ser Feita;2;2023-11-09 20:24:14;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Vero dicta repellat illum vel;Tarefa a Ser Feita;2;2024-04-16 12:41:25;2024-12-01 12:41:25;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar doloribus;Item de Compra;1;2025-03-20 17:10:14;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Nemo atque iste sit perspiciatis necessitatibus sunt;Tarefa a Ser Feita;2;2024-09-21 21:48:34;2025-05-23 21:48:34;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar ipsum;Item de Compra;1;2024-10-03 23:33:37;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar dolorum;Item de Compra;1;2024-05-10 02:17:54;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar mollitia;Item de Compra;1;2024-02-07 21:14:51;2024-05-08 21:14:51;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Blanditiis quo ut distinctio;Tarefa a Ser Feita;2;2024-07-06 12:20:15;2024-11-24 12:20:15;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Inventore deleniti;Tarefa a Ser Feita;2;2025-05-14 00:31:36;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar quos;Item de Compra;1;2024-09-10 21:13:03;2025-01-26 21:13:03;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Explicabo facere repellendus accusantium odio sunt nihil;Tarefa a Ser Feita;2;2024-11-23 04:48:01;2025-03-26 04:48:01;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Id facilis expedita totam molestiae veritatis;Tarefa a Ser Feita;2;2025-02-06 21:26:12;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Minima vel laboriosam ea dignissimos soluta hic asperiores;Tarefa a Ser Feita;2;2025-02-04 06:25:06;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Dignissimos eligendi voluptate corrupti;Tarefa a Ser Feita;2;2023-12-01 13:03:21;2024-04-28 13:03:21;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Earum veniam facilis;Tarefa a Ser Feita;2;2023-10-16 03:50:23;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Vero itaque qui enim perspiciatis autem laborum soluta;Tarefa a Ser Feita;2;2024-02-02 00:54:12;2024-06-22 00:54:12;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Distinctio eos repellat ullam;Tarefa a Ser Feita;2;2024-09-19 04:04:09;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Numquam nam;Tarefa a Ser Feita;2;2024-07-08 02:17:55;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar praesentium;Item de Compra;1;2024-01-22 21:55:37;2025-01-20 21:55:37;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Repellat facere unde;Tarefa a Ser Feita;2;2023-12-21 11:05:31;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Nulla nostrum;Tarefa a Ser Feita;2;2025-03-06 20:36:11;2025-06-02 21:19:40;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Officiis vero dolorem recusandae ipsum est nulla;Tarefa a Ser Feita;2;2025-05-04 04:28:38;2025-06-02 21:21:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar voluptatem;Item de Compra;1;2024-07-30 20:13:48;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Itaque cupiditate perferendis eius;Tarefa a Ser Feita;2;2024-10-25 08:31:01;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Placeat magni alias similique dolorum minima suscipit asperiores;Tarefa a Ser Feita;2;2023-12-19 23:03:29;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar rerum;Item de Compra;1;2024-12-07 23:21:45;2025-01-13 23:21:45;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Voluptate aperiam architecto modi;Tarefa a Ser Feita;2;2023-09-23 17:01:08;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Suscipit omnis iste fugit ratione;Tarefa a Ser Feita;2;2023-08-27 12:07:43;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar quo;Item de Compra;1;2023-11-26 16:47:01;2024-06-05 16:47:01;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Repudiandae neque natus;Tarefa a Ser Feita;2;2023-10-04 21:43:57;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Vel suscipit culpa mollitia illum placeat;Tarefa a Ser Feita;2;2024-09-15 03:03:07;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar optio;Item de Compra;1;2024-06-22 12:07:49;2024-08-03 12:07:49;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar architecto;Item de Compra;1;2025-05-04 22:15:43;2025-06-02 21:13:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Nam esse facilis rem repudiandae;Tarefa a Ser Feita;2;2023-10-04 07:50:32;2024-07-01 07:50:32;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Illum minus sed adipisci voluptatum vitae officiis eius;Tarefa a Ser Feita;2;2024-08-01 02:21:50;2024-09-09 02:21:50;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar itaque;Item de Compra;1;2023-08-27 03:20:57;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Atque dolor sed minus;Tarefa a Ser Feita;2;2023-10-03 09:18:57;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Qui ullam dolorum harum vitae;Tarefa a Ser Feita;2;2025-03-17 17:20:19;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Nam cupiditate dicta culpa;Tarefa a Ser Feita;2;2023-09-16 05:18:55;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Soluta qui rerum similique dolore;Tarefa a Ser Feita;2;2023-12-04 16:59:45;2024-09-01 16:59:45;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Iure nostrum maiores rem eaque in ex;Tarefa a Ser Feita;2;2025-05-14 11:00:17;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Odio fugit tempore omnis non quas quos perferendis nisi;Tarefa a Ser Feita;2;2023-10-04 03:36:09;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Ipsum perferendis quidem;Tarefa a Ser Feita;2;2023-07-27 21:45:58;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar sunt;Item de Compra;1;2024-12-25 08:49:46;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Eos aperiam;Tarefa a Ser Feita;2;2024-10-07 21:12:04;2025-04-05 21:12:04;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar totam;Item de Compra;1;2024-02-15 16:08:43;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Eum veritatis cupiditate et nihil consequuntur;Tarefa a Ser Feita;2;2024-12-04 20:27:13;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Alias eveniet aliquam modi odio;Tarefa a Ser Feita;2;2025-04-04 16:18:28;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Asperiores at qui laudantium suscipit;Tarefa a Ser Feita;2;2024-03-17 17:07:24;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Quae ab;Tarefa a Ser Feita;2;2024-05-09 15:53:40;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar voluptas;Item de Compra;1;2023-08-14 15:30:51;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Sint beatae tenetur doloribus;Tarefa a Ser Feita;2;2024-11-21 18:12:39;2025-03-14 18:12:39;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Deserunt ducimus repellendus ipsa vitae dolorum et consectetur;Tarefa a Ser Feita;2;2024-01-29 22:08:28;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Maiores esse ipsa;Tarefa a Ser Feita;2;2023-06-21 08:05:50;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar vel;Item de Compra;1;2024-05-01 16:31:41;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Vel consectetur;Tarefa a Ser Feita;2;2024-09-14 23:57:29;2025-06-02 21:04:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Natus harum adipisci modi nam maiores illo;Tarefa a Ser Feita;2;2024-10-01 18:47:23;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Hic corrupti possimus laboriosam pariatur;Tarefa a Ser Feita;2;2024-05-06 01:26:21;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar vitae;Item de Compra;1;2024-09-11 09:28:22;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar ducimus;Item de Compra;1;2024-08-30 03:00:54;2025-06-02 20:52:40;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar quod;Item de Compra;1;2025-03-21 00:58:16;2025-06-02 21:27:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Voluptatum facere neque consectetur debitis;Tarefa a Ser Feita;2;2025-02-27 23:14:39;2025-06-02 21:14:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Laboriosam consequatur libero ut non nemo;Tarefa a Ser Feita;2;2024-06-19 21:47:34;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar consequuntur;Item de Compra;1;2024-04-19 08:30:31;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Sit labore provident facilis distinctio;Tarefa a Ser Feita;2;2024-05-26 09:05:22;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Cupiditate consequuntur quidem;Tarefa a Ser Feita;2;2024-07-08 19:31:44;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Optio impedit perferendis quibusdam sint rerum;Tarefa a Ser Feita;2;2024-05-16 14:43:10;2024-08-15 14:43:10;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Mollitia harum exercitationem rerum accusantium;Tarefa a Ser Feita;2;2024-09-14 22:32:16;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Neque ipsam animi occaecati dolore;Tarefa a Ser Feita;2;2024-05-04 20:33:35;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Itaque maxime modi laboriosam odit laborum;Tarefa a Ser Feita;2;2024-04-18 05:18:57;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Praesentium quidem in ad exercitationem;Tarefa a Ser Feita;2;2024-05-12 16:06:05;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Atque asperiores blanditiis qui quidem assumenda ratione cumque;Tarefa a Ser Feita;2;2024-09-06 17:34:53;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar praesentium;Item de Compra;1;2023-06-29 07:01:55;2024-02-23 07:01:55;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar enim;Item de Compra;1;2024-06-09 21:52:52;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Repudiandae quae nostrum;Tarefa a Ser Feita;2;2025-04-12 17:15:40;2025-06-02 21:12:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar necessitatibus;Item de Compra;1;2025-05-15 03:17:06;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar facilis;Item de Compra;1;2024-12-19 05:32:36;2025-06-02 21:24:40;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar nemo;Item de Compra;1;2024-12-08 19:16:55;2025-06-02 21:05:40;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Excepturi rem alias maxime placeat illo;Tarefa a Ser Feita;2;2023-10-21 10:27:49;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Unde maiores commodi delectus explicabo;Tarefa a Ser Feita;2;2024-11-28 00:19:01;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Eos nesciunt doloremque esse;Tarefa a Ser Feita;2;2024-08-09 17:57:27;2025-03-03 17:57:27;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar blanditiis;Item de Compra;1;2024-03-19 11:47:06;2024-11-22 11:47:06;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Porro;Tarefa a Ser Feita;2;2024-07-16 05:44:30;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Corporis sed quidem vel inventore modi;Tarefa a Ser Feita;2;2023-12-30 11:35:32;2024-12-14 11:35:32;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Ratione odit sunt enim;Tarefa a Ser Feita;2;2025-03-20 12:56:38;2025-06-02 21:08:40;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
At cupiditate soluta;Tarefa a Ser Feita;2;2024-01-02 00:41:00;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Esse ex eaque;Tarefa a Ser Feita;2;2024-01-05 15:01:43;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar dolor;Item de Compra;1;2024-10-10 03:17:28;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar totam;Item de Compra;1;2025-03-14 09:20:19;2025-06-02 20:49:40;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Adipisci cumque autem fuga quisquam corporis provident;Tarefa a Ser Feita;2;2023-09-30 06:37:35;2024-04-11 06:37:35;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar esse;Item de Compra;1;2024-09-20 19:54:23;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Ipsam numquam harum nobis;Tarefa a Ser Feita;2;2024-10-23 15:54:54;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Quis rerum iusto consequuntur;Tarefa a Ser Feita;2;2024-03-17 11:49:53;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Fugiat voluptatem quaerat quos dolores vel;Tarefa a Ser Feita;2;2024-08-02 05:33:33;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Quam expedita fugit error porro minus expedita;Tarefa a Ser Feita;2;2023-08-29 19:13:43;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Minus repellendus animi;Tarefa a Ser Feita;2;2023-08-26 00:41:50;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Illo quo;Tarefa a Ser Feita;2;2024-11-03 12:12:53;2025-02-27 12:12:53;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Laboriosam error saepe;Tarefa a Ser Feita;2;2023-10-25 03:32:11;2023-12-11 03:32:11;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar eius;Item de Compra;1;2024-01-02 20:49:57;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Quidem vitae dignissimos doloremque atque odio;Tarefa a Ser Feita;2;2024-04-30 08:58:40;2024-07-16 08:58:40;2;Concluído;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Comprar ea;Item de Compra;1;2024-04-08 08:18:32;2024-04-10 08:18:32;2;Concluído;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Nesciunt molestias;Tarefa a Ser Feita;2;2024-11-08 04:40:56;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Voluptas iste blanditiis veniam tempore;Tarefa a Ser Feita;2;2024-06-29 14:06:12;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Velit labore cupiditate harum aut labore;Tarefa a Ser Feita;2;2025-03-17 06:21:33;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Vitae saepe iusto velit;Tarefa a Ser Feita;2;2023-07-12 04:57:49;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Beatae;Tarefa a Ser Feita;2;2023-10-30 18:15:44;;1;A Fazer;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Nam nemo;Tarefa a Ser Feita;2;2024-08-11 10:10:59;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar ratione;Item de Compra;1;2024-01-31 01:15:08;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Eos modi rem adipisci;Tarefa a Ser Feita;2;2025-05-18 05:17:41;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
A ad laborum maxime ab laudantium odit;Tarefa a Ser Feita;2;2024-12-11 19:59:43;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Sed tempore dicta ipsam nihil provident;Tarefa a Ser Feita;2;2025-05-29 19:55:52;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar optio;Item de Compra;1;2024-12-18 14:54:03;;3;Cancelado;Pedro da Silva;f9a533f2c78e4a09f87c9e68e442d3fe
Fuga officia;Tarefa a Ser Feita;2;2023-06-16 12:44:37;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Comprar dolorem;Item de Compra;1;2025-04-10 12:42:56;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Pariatur vero non;Tarefa a Ser Feita;2;2025-01-26 18:30:37;;1;A Fazer;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
Dolores temporibus eum numquam culpa;Tarefa a Ser Feita;2;2024-02-09 10:47:28;;3;Cancelado;Jeferson Klau;b4853fc1f03a3a4cec530a98a94d89ad
